Index,NumberOfTweets,URLRatio,AuthorCount,NumberOfRetweets
412,24,0.541666666667,23,1
413,19,0.578947368421,17,0
414,35,0.257142857143,31,1
415,32,0.4375,32,0
416,20,0.3,20,0
417,16,0.4375,16,0
418,14,0.785714285714,13,0
419,11,0.545454545455,10,0
420,16,0.75,16,0
421,8,0.5,8,0
422,13,0.692307692308,13,0
423,24,0.5,24,1
424,16,0.3125,16,0
425,30,0.566666666667,30,0
426,44,0.386363636364,44,0
427,59,0.474576271186,57,3
428,69,0.579710144928,68,2
429,38,0.657894736842,38,0
430,45,0.711111111111,43,1
431,64,0.5625,56,1
432,57,0.438596491228,50,3
433,64,0.734375,54,0
434,56,0.482142857143,43,2
435,31,0.548387096774,26,0
436,34,0.470588235294,33,1
437,27,0.555555555556,26,0
438,22,0.545454545455,22,11
439,22,0.454545454545,20,1
440,24,0.5,18,0
441,35,0.742857142857,19,0
442,9,0.888888888889,7,0
443,14,0.642857142857,13,0
444,2,0.5,2,0
445,1,0.0,1,0
446,5,0.2,5,0
447,13,0.0769230769231,13,0
448,23,0.391304347826,22,0
449,27,0.666666666667,27,0
450,78,0.602564102564,74,5
451,87,0.551724137931,81,15
452,91,0.516483516484,84,4
453,82,0.463414634146,75,0
454,86,0.46511627907,78,3
455,114,0.552631578947,94,4
456,112,0.4375,90,1
457,71,0.619718309859,64,1
458,64,0.296875,62,0
459,48,0.479166666667,47,0
460,60,0.4,55,4
461,38,0.394736842105,35,0
462,41,0.292682926829,41,11
463,39,0.384615384615,36,0
464,28,0.142857142857,27,0
465,23,0.565217391304,22,0
466,21,0.571428571429,19,0
467,7,0.714285714286,7,0
468,6,0.666666666667,6,0
469,6,0.5,6,0
470,9,0.666666666667,9,0
471,10,0.3,10,0
472,12,0.416666666667,12,0
473,25,0.6,23,0
474,28,0.285714285714,27,0
475,50,0.5,48,2
476,46,0.282608695652,42,0
477,47,0.553191489362,43,0
478,65,0.430769230769,62,3
479,57,0.438596491228,55,1
480,53,0.377358490566,53,0
481,46,0.478260869565,46,1
482,53,0.377358490566,51,0
483,25,0.32,25,2
484,51,0.294117647059,46,2
485,62,0.354838709677,56,1
486,33,0.333333333333,31,0
487,49,0.326530612245,47,0
488,49,0.244897959184,45,0
489,42,0.238095238095,41,1
490,21,0.666666666667,18,0
491,25,0.28,25,2
492,65,0.0923076923077,24,1
493,6,0.0,6,1
494,4,0.0,4,0
495,21,0.238095238095,20,1
496,38,0.315789473684,38,0
497,96,0.25,89,6
498,132,0.189393939394,123,3
499,209,0.215311004785,204,7
500,237,0.181434599156,229,3
501,197,0.248730964467,193,4
