Index,NumberOfTweets,URLRatio,AuthorCount,NumberOfRetweets
419,1,0.0,1,1
420,1,0.0,1,0
421,1,0.0,1,0
422,1,1.0,1,0
423,1,1.0,1,0
424,3,0.0,3,0
425,1,0.0,1,0
426,3,0.333333333333,3,0
427,4,0.0,3,0
428,0,0,0,0
429,3,0.0,3,0
430,3,0.0,3,0
431,2,0.0,2,0
432,4,0.5,4,0
433,4,0.25,4,0
434,1,0.0,1,0
435,6,0.333333333333,6,0
436,2,0.0,2,0
437,4,0.25,4,0
438,4,0.0,4,1
439,3,0.0,3,0
440,1,0.0,1,0
441,3,0.0,2,0
442,0,0,0,0
443,2,0.0,2,0
444,0,0,0,0
445,0,0,0,0
446,0,0,0,0
447,0,0,0,0
448,1,0.0,1,0
449,0,0,0,0
450,0,0,0,0
451,4,0.5,4,0
452,5,0.4,5,0
453,1,1.0,1,0
454,5,0.6,5,0
455,8,0.125,8,0
456,7,0.285714285714,7,0
457,7,0.285714285714,7,0
458,3,0.0,3,0
459,5,0.0,5,0
460,13,0.0769230769231,8,1
461,6,0.166666666667,5,0
462,6,0.166666666667,6,0
463,4,0.0,3,0
464,2,0.0,2,0
465,3,0.0,3,0
466,2,0.0,2,0
467,0,0,0,0
468,0,0,0,0
469,1,1.0,1,0
470,0,0,0,0
471,1,0.0,1,0
472,1,1.0,1,0
473,4,0.0,3,0
474,4,0.5,4,0
475,9,0.222222222222,9,0
476,7,0.0,7,0
477,8,0.125,8,0
478,7,0.142857142857,7,0
479,5,0.2,5,0
480,6,0.166666666667,6,0
481,10,0.3,8,0
482,9,0.0,7,0
483,10,0.1,10,1
484,7,0.0,6,0
485,10,0.1,10,0
486,8,0.0,8,1
487,12,0.0833333333333,12,1
488,17,0.0,16,0
489,8,0.0,8,1
490,9,0.0,8,0
491,5,0.0,4,0
492,4,0.0,4,0
493,0,0,0,0
494,2,0.0,2,0
495,10,0.3,10,0
496,16,0.0625,13,3
497,43,0.232558139535,33,3
498,46,0.195652173913,44,0
499,63,0.0952380952381,62,0
500,69,0.115942028986,68,7
501,41,0.146341463415,39,0
502,87,0.137931034483,84,2
503,96,0.166666666667,90,12
504,102,0.107843137255,98,11
505,93,0.139784946237,87,0
506,791,0.0657395701643,725,37
507,703,0.0782361308677,566,18
508,367,0.0572207084469,317,6
509,868,0.0437788018433,658,25
510,471,0.11889596603,443,22
511,62,0.241935483871,60,0
512,17,0.0588235294118,17,0
513,21,0.0952380952381,20,0
514,7,0.285714285714,7,0
515,7,0.0,7,0
516,6,0.333333333333,6,0
517,13,0.461538461538,10,0
518,9,0.111111111111,9,0
519,10,0.6,9,0
520,8,0.0,6,0
521,12,0.0,12,0
522,13,0.230769230769,12,2
523,16,0.0625,16,0
524,22,0.272727272727,22,0
525,9,0.0,8,0
526,12,0.166666666667,11,0
527,5,0.2,5,0
528,8,0.125,8,0
529,9,0.222222222222,9,0
530,11,0.181818181818,11,0
531,7,0.0,5,0
532,6,0.166666666667,6,1
533,9,0.0,8,0
534,14,0.0714285714286,11,3
535,5,0.2,5,0
536,5,0.2,5,0
537,9,0.111111111111,9,0
538,2,0.0,2,0
539,0,0,0,0
540,5,0.0,5,0
541,1,0.0,1,0
542,1,0.0,1,0
543,3,0.0,3,0
544,1,1.0,1,0
545,11,0.272727272727,10,2
546,9,0.222222222222,9,0
547,8,0.125,8,1
548,11,0.0909090909091,11,0
549,5,0.2,5,0
550,7,0.285714285714,7,0
551,1,1.0,1,0
552,0,0,0,0
553,13,0.307692307692,13,0
554,9,0.333333333333,8,0
555,6,0.0,4,0
556,12,0.166666666667,11,0
557,6,0.0,6,0
558,10,0.1,9,0
559,24,0.208333333333,21,0
560,13,0.0769230769231,13,0
561,5,0.0,5,0
562,3,0.0,3,0
563,2,0.0,2,0
564,1,0.0,1,0
565,4,0.25,4,0
566,3,0.0,3,0
567,5,0.0,5,0
568,2,0.0,2,0
569,8,0.125,8,0
570,6,0.166666666667,6,0
571,4,0.0,3,0
572,8,0.625,4,0
573,2,0.5,2,0
574,4,0.0,4,0
575,9,0.111111111111,9,0
576,4,0.25,4,0
577,7,0.0,7,5
578,7,0.0,7,0
579,31,0.0,6,0
580,7,0.285714285714,5,1
581,8,0.0,8,0
582,7,0.285714285714,5,0
583,6,0.166666666667,6,0
584,2,0.0,2,0
585,3,0.333333333333,3,0
586,3,0.0,3,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,0,0,0,0
592,1,1.0,1,0
593,4,0.25,4,0
594,3,0.0,3,1
595,5,0.2,5,1
596,7,0.142857142857,7,0
597,4,0.25,4,0
598,3,0.666666666667,3,0
599,2,0.0,2,0
600,0,0,0,0
601,1,0.0,1,0
602,6,0.0,4,2
603,6,0.0,5,0
604,12,0.166666666667,11,0
605,12,0.0,11,2
606,16,0.125,14,3
607,19,0.157894736842,14,0
608,4,0.25,4,0
609,6,0.0,5,2
610,3,0.333333333333,3,0
611,0,0,0,0
612,3,0.333333333333,3,0
613,3,0.0,3,0
614,2,0.0,2,0
615,4,0.0,4,0
616,7,0.142857142857,6,2
617,14,0.0714285714286,14,0
618,5,0.0,5,0
