Index,NumberOfTweets,URLRatio,AuthorCount,NumberOfRetweets
121,1,0.0,1,1
122,0,0,0,0
123,0,0,0,0
124,1,0.0,1,0
125,0,0,0,0
126,0,0,0,0
127,1,0.0,1,1
128,0,0,0,0
129,0,0,0,0
130,0,0,0,0
131,1,0.0,1,0
132,0,0,0,0
133,0,0,0,0
134,0,0,0,0
135,0,0,0,0
136,0,0,0,0
137,0,0,0,0
138,0,0,0,0
139,1,0.0,1,1
140,1,0.0,1,1
141,0,0,0,0
142,0,0,0,0
143,0,0,0,0
144,1,1.0,1,1
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,1,0.0,1,1
151,1,0.0,1,1
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,1,0.0,1,0
171,0,0,0,0
172,1,0.0,1,1
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,0,0,0,0
182,0,0,0,0
183,0,0,0,0
184,0,0,0,0
185,0,0,0,0
186,0,0,0,0
187,0,0,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,2,0.0,2,1
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,0,0,0,0
214,0,0,0,0
215,1,0.0,1,1
216,0,0,0,0
217,2,0.0,2,2
218,0,0,0,0
219,1,0.0,1,1
220,2,0.0,2,2
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,2,0.5,2,1
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
232,0,0,0,0
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,1,0.0,1,0
240,0,0,0,0
241,0,0,0,0
242,1,0.0,1,1
243,0,0,0,0
244,0,0,0,0
245,1,0.0,1,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,1,0.0,1,1
260,1,1.0,1,1
261,0,0,0,0
262,0,0,0,0
263,1,0.0,1,1
264,0,0,0,0
265,0,0,0,0
266,1,1.0,1,0
267,1,0.0,1,0
268,0,0,0,0
269,1,0.0,1,1
270,0,0,0,0
271,0,0,0,0
272,0,0,0,0
273,1,0.0,1,0
274,1,0.0,1,1
275,0,0,0,0
276,0,0,0,0
277,0,0,0,0
278,0,0,0,0
279,0,0,0,0
280,0,0,0,0
281,1,0.0,1,1
282,2,0.0,2,1
283,1,0.0,1,1
284,3,0.0,3,3
285,3,0.0,3,3
286,1,0.0,1,1
287,3,0.0,3,3
288,1,0.0,1,2
289,1,0.0,1,0
290,7,0.142857142857,7,7
291,1,0.0,1,1
292,0,0,0,0
293,1,1.0,1,1
294,1,0.0,1,1
295,0,0,0,0
296,0,0,0,0
297,2,0.0,2,2
298,3,0.0,3,3
299,1,0.0,1,1
300,0,0,0,0
301,0,0,0,0
302,0,0,0,0
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
306,0,0,0,0
307,0,0,0,0
308,2,0.0,2,2
309,0,0,0,0
310,0,0,0,0
311,1,0.0,1,1
312,0,0,0,0
313,1,0.0,1,0
314,3,0.0,3,1
315,9,0.111111111111,7,6
316,8,0.25,8,7
317,4,0.25,4,3
318,2,0.5,2,2
319,11,0.0,9,11
320,2,0.0,2,1
321,4,0.25,4,4
322,0,0,0,0
323,0,0,0,0
324,0,0,0,0
325,1,0.0,1,1
326,0,0,0,0
327,0,0,0,0
328,0,0,0,0
329,0,0,0,0
330,0,0,0,0
331,0,0,0,0
332,0,0,0,0
333,2,0.0,2,1
334,0,0,0,0
335,0,0,0,0
336,4,0.0,4,3
337,1,0.0,1,1
338,1,0.0,1,0
339,2,0.0,2,1
340,2,0.0,2,2
341,0,0,0,0
342,1,0.0,1,1
343,2,0.5,2,2
344,1,0.0,1,1
345,0,0,0,0
346,1,0.0,1,1
347,0,0,0,0
348,0,0,0,0
349,0,0,0,0
350,0,0,0,0
351,0,0,0,0
352,0,0,0,0
353,0,0,0,0
354,0,0,0,0
355,0,0,0,0
356,3,0.0,3,3
357,2,0.0,2,1
358,1,0.0,1,1
359,4,0.25,4,5
360,0,0,0,0
361,1,0.0,1,0
362,1,0.0,1,0
363,1,2.0,1,1
364,3,0.333333333333,3,2
365,0,0,0,0
366,1,0.0,1,1
367,2,0.0,2,1
368,0,0,0,0
369,3,0.0,2,3
370,0,0,0,0
371,0,0,0,0
372,0,0,0,0
373,0,0,0,0
374,0,0,0,0
375,0,0,0,0
376,0,0,0,0
377,1,0.0,1,1
378,3,0.333333333333,3,3
379,1,0.0,1,1
380,0,0,0,0
381,0,0,0,0
382,0,0,0,0
383,3,0.0,3,2
384,1,0.0,1,1
385,2,0.0,2,2
386,2,0.5,2,0
387,4,0.25,4,2
388,5,0.2,5,3
389,9,0.0,9,7
390,8,0.125,8,7
391,11,0.0909090909091,11,9
392,4,0.0,4,4
393,5,0.2,5,2
394,1,0.0,1,2
395,21,0.571428571429,17,0
396,10,0.4,9,0
397,12,0.666666666667,11,0
398,6,0.5,6,0
399,22,0.227272727273,18,0
400,31,0.322580645161,24,0
401,40,0.225,37,0
402,69,0.434782608696,55,2
403,135,0.288888888889,115,15
404,150,0.406666666667,117,4
405,132,0.477272727273,98,0
406,122,0.434426229508,100,2
407,135,0.414814814815,114,1
408,170,0.311764705882,146,4
409,135,0.207407407407,118,6
410,127,0.354330708661,109,1
411,88,0.329545454545,77,0
412,82,0.146341463415,77,0
413,70,0.3,63,1
414,128,0.234375,123,9
415,128,0.359375,105,1
416,110,0.3,89,1
417,84,0.380952380952,74,1
418,41,0.463414634146,31,0
419,12,0.416666666667,10,0
420,20,0.4,18,0
421,17,0.352941176471,16,1
422,13,0.769230769231,12,0
423,20,0.5,14,0
424,30,0.333333333333,27,0
425,46,0.326086956522,40,0
426,100,0.35,82,2
427,171,0.321637426901,135,6
428,142,0.394366197183,114,8
429,83,0.313253012048,78,0
430,170,0.441176470588,135,6
431,175,0.48,143,3
432,164,0.353658536585,122,7
433,157,0.43949044586,116,2
434,149,0.436241610738,114,3
435,109,0.440366972477,86,1
436,165,0.436363636364,133,2
437,141,0.368794326241,107,1
438,173,0.381502890173,143,3
439,101,0.356435643564,84,3
440,95,0.336842105263,82,3
441,83,0.277108433735,73,0
442,22,0.318181818182,21,0
443,62,0.306451612903,47,1
444,10,0.2,10,0
445,4,0.75,4,0
446,4,0.0,4,0
447,25,0.28,22,0
448,34,0.205882352941,32,0
449,78,0.294871794872,70,0
