Index,NumberOfTweets,NumberOfRetweets,NumberOfFollowers,MaxFollowers,Time
139,0,0,0,0,8
140,0,0,0,0,9
141,0,0,0,0,10
142,0,0,0,0,11
143,0,0,0,0,12
144,0,0,0,0,13
145,0,0,0,0,14
146,0,0,0,0,15
147,0,0,0,0,16
148,0,0,0,0,17
149,0,0,0,0,18
150,0,0,0,0,19
151,0,0,0,0,20
152,0,0,0,0,21
153,0,0,0,0,22
154,0,0,0,0,23
155,0,0,0,0,0
156,0,0,0,0,1
157,0,0,0,0,2
158,0,0,0,0,3
159,0,0,0,0,4
160,0,0,0,0,5
161,0,0,0,0,6
162,0,0,0,0,7
163,0,0,0,0,8
164,0,0,0,0,9
165,0,0,0,0,10
166,0,0,0,0,11
167,0,0,0,0,12
168,0,0,0,0,13
169,0,0,0,0,14
170,0,0,0,0,15
171,0,0,0,0,16
172,0,0,0,0,17
173,0,0,0,0,18
174,0,0,0,0,19
175,0,0,0,0,20
176,0,0,0,0,21
177,0,0,0,0,22
178,0,0,0,0,23
179,0,0,0,0,0
180,0,0,0,0,1
181,0,0,0,0,2
182,0,0,0,0,3
183,0,0,0,0,4
184,0,0,0,0,5
185,0,0,0,0,6
186,0,0,0,0,7
187,0,0,0,0,8
188,0,0,0,0,9
189,0,0,0,0,10
190,0,0,0,0,11
191,0,0,0,0,12
192,0,0,0,0,13
193,0,0,0,0,14
194,0,0,0,0,15
195,0,0,0,0,16
196,0,0,0,0,17
197,0,0,0,0,18
198,0,0,0,0,19
199,0,0,0,0,20
200,0,0,0,0,21
201,0,0,0,0,22
202,0,0,0,0,23
203,0,0,0,0,0
204,0,0,0,0,1
205,0,0,0,0,2
206,0,0,0,0,3
207,0,0,0,0,4
208,0,0,0,0,5
209,0,0,0,0,6
210,0,0,0,0,7
211,0,0,0,0,8
212,0,0,0,0,9
213,0,0,0,0,10
214,0,0,0,0,11
215,0,0,0,0,12
216,0,0,0,0,13
217,0,0,0,0,14
218,0,0,0,0,15
219,0,0,0,0,16
220,0,0,0,0,17
221,0,0,0,0,18
222,0,0,0,0,19
223,0,0,0,0,20
224,0,0,0,0,21
225,0,0,0,0,22
226,0,0,0,0,23
227,0,0,0,0,0
228,0,0,0,0,1
229,0,0,0,0,2
230,0,0,0,0,3
231,0,0,0,0,4
232,0,0,0,0,5
233,0,0,0,0,6
234,0,0,0,0,7
235,0,0,0,0,8
236,0,0,0,0,9
237,0,0,0,0,10
238,0,0,0,0,11
239,0,0,0,0,12
240,0,0,0,0,13
241,0,0,0,0,14
242,0,0,0,0,15
243,0,0,0,0,16
244,0,0,0,0,17
245,0,0,0,0,18
246,0,0,0,0,19
247,0,0,0,0,20
248,0,0,0,0,21
249,0,0,0,0,22
250,0,0,0,0,23
251,0,0,0,0,0
252,0,0,0,0,1
253,0,0,0,0,2
254,0,0,0,0,3
255,0,0,0,0,4
256,0,0,0,0,5
257,0,0,0,0,6
258,0,0,0,0,7
259,0,0,0,0,8
260,0,0,0,0,9
261,0,0,0,0,10
262,0,0,0,0,11
263,0,0,0,0,12
264,0,0,0,0,13
265,0,0,0,0,14
266,0,0,0,0,15
267,0,0,0,0,16
268,0,0,0,0,17
269,0,0,0,0,18
270,0,0,0,0,19
271,0,0,0,0,20
272,0,0,0,0,21
273,0,0,0,0,22
274,0,0,0,0,23
275,0,0,0,0,0
276,0,0,0,0,1
277,0,0,0,0,2
278,0,0,0,0,3
279,0,0,0,0,4
280,0,0,0,0,5
281,0,0,0,0,6
282,0,0,0,0,7
283,0,0,0,0,8
284,0,0,0,0,9
285,0,0,0,0,10
286,0,0,0,0,11
287,0,0,0,0,12
288,0,0,0,0,13
289,0,0,0,0,14
290,0,0,0,0,15
291,0,0,0,0,16
292,0,0,0,0,17
293,0,0,0,0,18
294,0,0,0,0,19
295,0,0,0,0,20
296,0,0,0,0,21
297,0,0,0,0,22
298,0,0,0,0,23
299,0,0,0,0,0
300,0,0,0,0,1
301,0,0,0,0,2
302,0,0,0,0,3
303,0,0,0,0,4
304,0,0,0,0,5
305,0,0,0,0,6
306,0,0,0,0,7
307,0,0,0,0,8
308,0,0,0,0,9
309,0,0,0,0,10
310,0,0,0,0,11
311,0,0,0,0,12
312,0,0,0,0,13
313,0,0,0,0,14
314,0,0,0,0,15
315,0,0,0,0,16
316,0,0,0,0,17
317,0,0,0,0,18
318,0,0,0,0,19
319,0,0,0,0,20
320,0,0,0,0,21
321,0,0,0,0,22
322,0,0,0,0,23
323,0,0,0,0,0
324,0,0,0,0,1
325,0,0,0,0,2
326,0,0,0,0,3
327,0,0,0,0,4
328,0,0,0,0,5
329,0,0,0,0,6
330,0,0,0,0,7
331,0,0,0,0,8
332,0,0,0,0,9
333,0,0,0,0,10
334,0,0,0,0,11
335,0,0,0,0,12
336,0,0,0,0,13
337,0,0,0,0,14
338,0,0,0,0,15
339,0,0,0,0,16
340,0,0,0,0,17
341,0,0,0,0,18
342,0,0,0,0,19
343,0,0,0,0,20
344,0,0,0,0,21
345,0,0,0,0,22
346,0,0,0,0,23
347,0,0,0,0,0
348,0,0,0,0,1
349,0,0,0,0,2
350,0,0,0,0,3
351,0,0,0,0,4
352,0,0,0,0,5
353,0,0,0,0,6
354,0,0,0,0,7
355,0,0,0,0,8
356,0,0,0,0,9
357,0,0,0,0,10
358,0,0,0,0,11
359,0,0,0,0,12
360,0,0,0,0,13
361,0,0,0,0,14
362,0,0,0,0,15
363,0,0,0,0,16
364,0,0,0,0,17
365,0,0,0,0,18
366,0,0,0,0,19
367,0,0,0,0,20
368,0,0,0,0,21
369,0,0,0,0,22
370,0,0,0,0,23
371,0,0,0,0,0
372,0,0,0,0,1
373,0,0,0,0,2
374,0,0,0,0,3
375,0,0,0,0,4
376,0,0,0,0,5
377,0,0,0,0,6
378,0,0,0,0,7
379,0,0,0,0,8
380,0,0,0,0,9
381,0,0,0,0,10
382,0,0,0,0,11
383,0,0,0,0,12
384,0,0,0,0,13
385,0,0,0,0,14
386,0,0,0,0,15
387,0,0,0,0,16
388,0,0,0,0,17
389,0,0,0,0,18
390,0,0,0,0,19
391,0,0,0,0,20
392,0,0,0,0,21
393,0,0,0,0,22
394,0,0,0,0,23
395,0,0,0,0,0
396,0,0,0,0,1
397,0,0,0,0,2
398,0,0,0,0,3
399,1,0,69,69,4
400,0,0,0,0,5
401,2,0,74,53,6
402,3,0,1359,560,7
403,3,0,243,160,8
404,1,0,406,406,9
405,0,0,0,0,10
406,3,2,1415750,1408434,11
407,0,0,0,0,12
408,8,0,1303,841,13
409,107,1,4662,3668,14
410,115,0,349,125,15
411,1,0,74,74,16
412,1,0,914,914,17
413,1,0,1,1,18
414,28,0,28,1,19
415,42,0,505,464,20
416,59,0,59,1,21
417,59,0,41,1,22
418,0,0,0,0,23
419,0,0,0,0,0
420,1,0,647,647,1
421,1,0,611,611,2
422,0,0,0,0,3
423,1,0,864,864,4
424,1,0,6,6,5
425,1,0,109,109,6
426,1,0,405,405,7
427,0,0,0,0,8
428,2,0,263,161,9
429,0,0,0,0,10
430,1,0,33,33,11
431,0,0,0,0,12
432,0,0,0,0,13
433,2,0,4210,2105,14
434,1,0,25646,25646,15
435,3,0,28226,26362,16
436,2,0,395,357,17
437,0,0,0,0,18
438,0,0,0,0,19
439,0,0,0,0,20
440,0,0,0,0,21
441,0,0,0,0,22
442,0,0,0,0,23
443,0,0,0,0,0
444,0,0,0,0,1
445,1,0,1915,1915,2
446,0,0,0,0,3
447,0,0,0,0,4
448,1,0,500,500,5
449,1,0,402,402,6
450,2,0,688,565,7
451,8,5,501835,485991,8
452,1,0,292,292,9
453,1,0,4415,4415,10
454,3,0,22059,11686,11
455,1,0,44,44,12
456,6,0,1425255,1416039,13
457,1,0,21,21,14
458,4,0,12662,11689,15
459,0,0,0,0,16
460,3,0,77055,76202,17
461,3,0,26172,25009,18
462,2,0,7140,6523,19
463,0,0,0,0,20
464,1,0,25,25,21
465,1,0,201,201,22
466,0,0,0,0,23
467,0,0,0,0,0
468,0,0,0,0,1
469,0,0,0,0,2
470,0,0,0,0,3
471,0,0,0,0,4
472,0,0,0,0,5
473,0,0,0,0,6
474,0,0,0,0,7
475,2,0,734,530,8
476,4,0,2783,1802,9
477,2,0,10535,10253,10
478,3,0,948,751,11
479,1,0,5,5,12
480,1,0,187,187,13
481,0,0,0,0,14
482,4,0,1412,919,15
483,1,0,318,318,16
484,0,0,0,0,17
485,1,0,206,206,18
486,1,0,639,639,19
487,2,0,9837,9780,20
488,3,0,768,439,21
489,0,0,0,0,22
490,1,0,81,81,23
491,0,0,0,0,0
492,2,0,22,15,1
493,0,0,0,0,2
494,0,0,0,0,3
495,0,0,0,0,4
496,0,0,0,0,5
497,0,0,0,0,6
498,1,0,253,253,7
499,5,0,519,416,8
500,7,1,15908,6045,9
501,3,0,12072,10605,10
502,7,0,14944,7114,11
503,16,7,33223,13536,12
504,3,0,787,443,13
505,8,1,65785,49594,14
506,252,49,1361091,431065,15
507,120,12,414900,144891,16
508,87,0,130226,40529,17
509,124,13,321368,126611,18
510,263,18,797345,145035,19
511,96,2,557612,145084,20
512,62,3,58220,20232,21
513,49,0,24177,5214,22
514,28,1,19757,10436,23
515,17,0,13116,9280,0
516,9,0,2869,1000,1
517,8,0,1732,464,2
518,3,0,3050,2139,3
519,12,0,17627,5435,4
520,19,0,162102,145215,5
521,13,0,6932,2262,6
522,46,1,327986,145238,7
523,35,1,862658,791960,8
524,54,2,122982,49665,9
525,38,1,234150,126810,10
526,36,0,54624,33997,11
527,40,0,80804,24460,12
528,31,1,25599,6300,13
529,17,6,28632,9914,14
530,29,6,62217,22912,15
531,13,0,23048,21572,16
532,14,0,141341,81299,17
533,19,1,16691,5311,18
534,16,3,24216,11657,19
535,16,0,6489,1573,20
536,17,0,17525,10438,21
537,10,0,13813,10791,22
538,14,0,4398,2304,23
539,1,0,474,474,0
540,2,1,2668,1935,1
541,0,0,0,0,2
542,2,0,3577,2859,3
543,2,0,1676,1403,4
544,5,0,15219,11455,5
545,11,0,7920,1934,6
546,14,0,6750,1469,7
547,17,1,53266,17076,8
548,25,1,80208,62414,9
549,8,0,7608,4041,10
550,18,0,43166,17078,11
551,0,0,0,0,12
552,4,0,330290,145740,13
553,15,0,6410,3839,14
554,19,6,9088814,8883350,15
555,12,0,23349,12393,16
556,26,1,58774,11773,17
557,13,0,7492,3364,18
558,18,0,8115,1629,19
559,30,1,36986,12833,20
560,22,2,13465,2614,21
561,13,0,2699,1653,22
562,12,0,6975,1654,23
563,1,0,9,9,0
564,1,0,38,38,1
565,2,0,1359,1264,2
566,2,0,8073,5572,3
567,6,0,5716,5484,4
568,5,0,2655,1461,5
569,13,0,16759,5892,6
570,10,0,8274,1630,7
571,13,0,35352,17093,8
572,11,0,154189,146311,9
573,12,0,69609,49720,10
574,16,10,8972442,8905259,11
575,28,11,2089098,778755,12
576,14,0,3851,1020,13
577,20,0,101901,46271,14
578,24,0,241614,146085,15
579,26,0,33411,9960,16
580,20,0,41649,14111,17
581,12,0,13245,8638,18
582,10,0,7552,4523,19
583,17,0,81446,69166,20
584,21,1,784235,777941,21
585,6,0,3456,1822,22
586,6,0,2247,1004,23
587,2,0,69,56,0
588,3,0,19732,19588,1
589,1,0,37,37,2
590,2,0,172,87,3
591,3,0,17603,11692,4
592,5,0,76629,62625,5
593,6,0,17311,12405,6
594,15,0,61918,49749,7
595,22,0,91587,21870,8
596,28,4,63187,17117,9
597,18,0,631070,348824,10
598,16,0,117372,94686,11
599,10,0,168521,157204,12
600,8,0,30092,13277,13
601,2,0,31596,31471,14
602,2,0,47672,35626,15
603,10,1,6795,2559,16
604,35,2,73099,45865,17
605,12,0,8713,3431,18
606,48,4,796752,146522,19
607,34,0,40777,7783,20
608,22,0,56877,24845,21
609,20,0,23645,7415,22
610,13,0,10869,6336,23
611,8,0,4481,3564,0
612,13,0,10233,7706,1
613,1,0,23,23,2
614,5,0,154496,118640,3
615,2,0,955,913,4
616,6,0,57461,34495,5
617,22,0,58426,34496,6
618,26,1,101079,49788,7
619,25,1,83443,49791,8
620,20,1,25027,13273,9
621,29,0,197832,105121,10
622,30,0,104801,34673,11
623,35,1,421494,146786,12
624,32,6,506611,251767,13
625,26,0,76197,62883,14
626,23,2,37482,18521,15
627,28,3,32242,7427,16
628,25,1,65534,34547,17
629,26,0,57190,22635,18
630,24,0,25250,3708,19
631,23,4,28911,5351,20
632,18,0,18384,3451,21
633,13,0,159568,146938,22
634,3,0,860,626,23
635,6,0,11301,6346,0
636,4,0,50,20,1
637,3,0,881,628,2
638,1,0,65,65,3
639,1,0,311,311,4
640,8,0,17949,8833,5
641,5,0,3012,2184,6
642,25,0,181960,64599,7
643,22,1,4325934,4199925,8
644,20,3,56708,28078,9
645,21,1,62410,17234,10
646,41,4,122488,52103,11
647,64,9,45393,4466,12
648,27,1,39034,9792,13
649,33,6,470735,147153,14
650,21,0,183062,147166,15
651,34,1,106647,34620,16
652,21,0,101248,34628,17
653,30,1,227943,147217,18
654,42,4,173819,147225,19
655,36,0,64589,34644,20
656,27,0,29112,16030,21
657,12,0,5525,2798,22
658,12,0,13958,4040,23
659,7,0,6051,3349,0
660,3,0,106,54,1
661,4,0,4207,1962,2
662,5,0,535,347,3
663,4,0,13246,9982,4
664,9,0,4122,1338,5
665,12,1,368486,147327,6
666,45,3,160990,73287,7
667,79,5,1991097,349659,8
668,104,12,807715,147364,9
669,144,12,866801,147421,10
670,77,6,393885,147446,11
671,78,6,17414171,5616589,12
672,98,10,1177068,147481,13
673,114,7,1778574,147501,14
674,66,8,1245234,147517,15
675,43,6,1040267,787643,16
