Index,NumberOfTweets,URLRatio,AuthorCount,NumberOfRetweets
419,0,0,0,0
420,1,1.0,1,0
421,1,1.0,1,0
422,0,0,0,0
423,1,1.0,1,0
424,1,0.0,1,0
425,1,0.0,1,0
426,1,0.0,1,0
427,0,0,0,0
428,2,0.5,2,0
429,0,0,0,0
430,1,0.0,1,0
431,0,0,0,0
432,0,0,0,0
433,2,0.0,1,0
434,1,0.0,1,0
435,3,1.0,2,0
436,2,0.0,2,0
437,0,0,0,0
438,0,0,0,0
439,0,0,0,0
440,0,0,0,0
441,0,0,0,0
442,0,0,0,0
443,0,0,0,0
444,0,0,0,0
445,1,0.0,1,0
446,0,0,0,0
447,0,0,0,0
448,1,0.0,1,0
449,1,1.0,1,0
450,2,0.0,2,0
451,8,0.625,7,5
452,1,0.0,1,0
453,1,1.0,1,0
454,3,0.666666666667,3,0
455,1,0.0,1,0
456,6,0.333333333333,6,0
457,1,1.0,1,0
458,4,0.5,4,0
459,0,0,0,0
460,3,0.0,3,0
461,3,0.666666666667,3,0
462,2,0.0,2,0
463,0,0,0,0
464,1,0.0,1,0
465,1,0.0,1,0
466,0,0,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
473,0,0,0,0
474,0,0,0,0
475,2,1.0,2,0
476,4,0.5,4,0
477,2,0.5,2,0
478,3,0.333333333333,3,0
479,1,0.0,1,0
480,1,0.0,1,0
481,0,0,0,0
482,4,0.25,4,0
483,1,0.0,1,0
484,0,0,0,0
485,1,0.0,1,0
486,1,0.0,1,0
487,2,0.5,2,0
488,3,0.0,3,0
489,0,0,0,0
490,1,0.0,1,0
491,0,0,0,0
492,2,0.0,2,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,0,0,0
497,0,0,0,0
498,1,1.0,1,0
499,5,0.0,4,0
500,7,0.285714285714,7,1
501,3,0.0,3,0
502,7,0.0,7,0
503,16,0.3125,15,7
504,3,0.0,3,0
505,8,0.0,8,1
506,252,0.174603174603,241,49
507,120,0.2,109,12
508,87,0.218390804598,81,0
509,124,0.0967741935484,113,13
510,263,0.254752851711,246,18
511,96,0.322916666667,86,2
512,62,0.241935483871,62,3
513,49,0.387755102041,47,0
514,28,0.321428571429,27,1
515,17,0.411764705882,16,0
516,9,0.111111111111,7,0
517,8,0.125,8,0
518,3,0.666666666667,3,0
519,12,0.25,11,0
520,19,0.315789473684,18,0
521,13,0.153846153846,11,0
522,46,0.304347826087,37,1
523,35,0.371428571429,35,1
524,54,0.444444444444,48,2
525,38,0.421052631579,35,1
526,36,0.277777777778,32,0
527,40,0.125,33,0
528,31,0.225806451613,28,1
529,17,0.411764705882,17,6
530,29,0.413793103448,26,6
531,13,0.461538461538,13,0
532,14,0.285714285714,14,0
533,19,0.315789473684,19,1
534,16,0.3125,15,3
535,16,0.5,15,0
536,17,0.352941176471,17,0
537,10,0.6,10,0
538,14,0.214285714286,13,0
539,1,0.0,1,0
540,2,0.0,2,1
541,0,0,0,0
542,2,0.5,2,0
543,2,1.0,2,0
544,5,0.2,5,0
545,11,0.636363636364,11,0
546,14,0.857142857143,12,0
547,17,0.470588235294,15,1
548,25,0.4,21,1
549,8,0.25,8,0
550,18,0.5,16,0
551,0,0,0,0
552,4,0.75,4,0
553,15,0.6,15,0
554,19,0.526315789474,19,6
555,12,0.5,12,0
556,26,0.538461538462,21,1
557,13,0.461538461538,12,0
558,18,0.611111111111,15,0
559,30,0.266666666667,28,1
560,22,0.272727272727,20,2
561,13,0.230769230769,12,0
562,12,0.416666666667,12,0
563,1,0.0,1,0
564,1,0.0,1,0
565,2,0.0,2,0
566,2,0.0,2,0
567,6,0.333333333333,6,0
568,5,0.0,5,0
569,13,0.153846153846,9,0
570,10,0.4,10,0
571,13,0.538461538462,12,0
572,11,0.454545454545,11,0
573,12,0.25,12,0
574,16,0.4375,16,10
575,28,0.428571428571,25,11
576,14,0.214285714286,14,0
577,20,0.35,19,0
578,24,0.5,23,0
579,26,0.423076923077,23,0
580,20,0.4,19,0
581,12,0.166666666667,12,0
582,10,0.6,10,0
583,17,0.411764705882,17,0
584,21,0.428571428571,18,1
585,6,0.5,6,0
586,6,0.166666666667,6,0
587,2,0.0,2,0
588,3,0.333333333333,3,0
589,1,0.0,1,0
590,2,0.0,2,0
591,3,1.0,3,0
592,5,1.0,5,0
593,6,0.166666666667,6,0
594,15,0.0666666666667,15,0
595,22,0.590909090909,21,0
596,28,0.321428571429,28,4
597,18,0.333333333333,15,0
598,16,0.4375,16,0
599,10,0.8,9,0
600,8,0.625,8,0
601,2,0.0,2,0
602,2,0.0,2,0
603,10,0.4,9,1
604,35,0.428571428571,30,2
605,12,0.25,12,0
606,48,0.354166666667,41,4
607,34,0.441176470588,29,0
608,22,0.409090909091,22,0
609,20,0.2,19,0
610,13,0.461538461538,13,0
611,8,0.125,7,0
612,13,0.384615384615,10,0
613,1,1.0,1,0
614,5,0.2,5,0
615,2,0.0,2,0
616,6,0.0,6,0
617,22,0.227272727273,21,0
618,26,0.346153846154,25,1
619,25,0.36,25,1
620,20,0.2,20,1
621,29,0.379310344828,28,0
622,30,0.3,26,0
623,35,0.6,34,1
624,32,0.4375,31,6
625,26,0.307692307692,24,0
626,23,0.391304347826,22,2
627,28,0.321428571429,26,3
628,25,0.52,25,1
629,26,0.307692307692,25,0
630,24,0.375,23,0
631,23,0.391304347826,22,4
632,18,0.388888888889,16,0
633,13,0.307692307692,12,0
634,3,0.0,3,0
635,6,0.333333333333,5,0
636,4,0.25,4,0
637,3,0.333333333333,3,0
638,1,0.0,1,0
639,1,1.0,1,0
640,8,0.25,8,0
641,5,0.4,5,0
642,25,0.08,21,0
643,22,0.545454545455,16,1
644,20,0.35,20,3
645,21,0.333333333333,20,1
646,41,0.365853658537,39,4
647,64,0.25,56,9
648,27,0.259259259259,25,1
649,33,0.393939393939,31,6
650,21,0.666666666667,21,0
651,34,0.382352941176,31,1
652,21,0.619047619048,20,0
653,30,0.566666666667,28,1
654,42,0.380952380952,32,4
655,36,0.527777777778,31,0
656,27,0.333333333333,25,0
657,12,0.25,12,0
658,12,0.416666666667,10,0
659,7,0.571428571429,7,0
660,3,0.666666666667,3,0
661,4,0.25,4,0
662,5,0.0,5,0
663,4,0.25,4,0
664,9,0.222222222222,9,0
665,12,0.5,11,1
666,45,0.377777777778,44,3
667,79,0.493670886076,61,5
668,104,0.192307692308,93,12
669,144,0.166666666667,111,12
670,77,0.298701298701,69,6
671,78,0.423076923077,69,6
672,98,0.316326530612,83,10
673,114,0.271929824561,87,7
674,66,0.393939393939,53,8
675,43,0.186046511628,42,6
