Index,NumberOfTweets,NumberOfRetweets,NumberOfFollowers,MaxFollowers,Time
139,0,0,0,0,8
140,0,0,0,0,9
141,0,0,0,0,10
142,0,0,0,0,11
143,0,0,0,0,12
144,0,0,0,0,13
145,0,0,0,0,14
146,0,0,0,0,15
147,0,0,0,0,16
148,0,0,0,0,17
149,0,0,0,0,18
150,1,1,132,132,19
151,0,0,0,0,20
152,0,0,0,0,21
153,1,0,1116,1116,22
154,0,0,0,0,23
155,0,0,0,0,0
156,0,0,0,0,1
157,0,0,0,0,2
158,0,0,0,0,3
159,0,0,0,0,4
160,0,0,0,0,5
161,0,0,0,0,6
162,0,0,0,0,7
163,0,0,0,0,8
164,0,0,0,0,9
165,0,0,0,0,10
166,0,0,0,0,11
167,0,0,0,0,12
168,0,0,0,0,13
169,0,0,0,0,14
170,0,0,0,0,15
171,0,0,0,0,16
172,0,0,0,0,17
173,0,0,0,0,18
174,0,0,0,0,19
175,0,0,0,0,20
176,0,0,0,0,21
177,0,0,0,0,22
178,0,0,0,0,23
179,0,0,0,0,0
180,0,0,0,0,1
181,0,0,0,0,2
182,0,0,0,0,3
183,0,0,0,0,4
184,0,0,0,0,5
185,0,0,0,0,6
186,0,0,0,0,7
187,0,0,0,0,8
188,0,0,0,0,9
189,0,0,0,0,10
190,0,0,0,0,11
191,0,0,0,0,12
192,0,0,0,0,13
193,0,0,0,0,14
194,0,0,0,0,15
195,0,0,0,0,16
196,0,0,0,0,17
197,0,0,0,0,18
198,0,0,0,0,19
199,0,0,0,0,20
200,0,0,0,0,21
201,0,0,0,0,22
202,0,0,0,0,23
203,0,0,0,0,0
204,0,0,0,0,1
205,0,0,0,0,2
206,0,0,0,0,3
207,0,0,0,0,4
208,0,0,0,0,5
209,0,0,0,0,6
210,0,0,0,0,7
211,0,0,0,0,8
212,0,0,0,0,9
213,0,0,0,0,10
214,0,0,0,0,11
215,0,0,0,0,12
216,0,0,0,0,13
217,0,0,0,0,14
218,0,0,0,0,15
219,0,0,0,0,16
220,0,0,0,0,17
221,0,0,0,0,18
222,0,0,0,0,19
223,0,0,0,0,20
224,0,0,0,0,21
225,0,0,0,0,22
226,0,0,0,0,23
227,0,0,0,0,0
228,0,0,0,0,1
229,0,0,0,0,2
230,0,0,0,0,3
231,0,0,0,0,4
232,0,0,0,0,5
233,0,0,0,0,6
234,0,0,0,0,7
235,0,0,0,0,8
236,0,0,0,0,9
237,0,0,0,0,10
238,0,0,0,0,11
239,1,0,96,96,12
240,0,0,0,0,13
241,0,0,0,0,14
242,0,0,0,0,15
243,0,0,0,0,16
244,0,0,0,0,17
245,0,0,0,0,18
246,0,0,0,0,19
247,0,0,0,0,20
248,0,0,0,0,21
249,0,0,0,0,22
250,0,0,0,0,23
251,0,0,0,0,0
252,0,0,0,0,1
253,0,0,0,0,2
254,0,0,0,0,3
255,0,0,0,0,4
256,0,0,0,0,5
257,0,0,0,0,6
258,0,0,0,0,7
259,0,0,0,0,8
260,0,0,0,0,9
261,0,0,0,0,10
262,0,0,0,0,11
263,0,0,0,0,12
264,0,0,0,0,13
265,0,0,0,0,14
266,0,0,0,0,15
267,0,0,0,0,16
268,0,0,0,0,17
269,0,0,0,0,18
270,0,0,0,0,19
271,0,0,0,0,20
272,0,0,0,0,21
273,0,0,0,0,22
274,0,0,0,0,23
275,0,0,0,0,0
276,0,0,0,0,1
277,0,0,0,0,2
278,0,0,0,0,3
279,0,0,0,0,4
280,0,0,0,0,5
281,0,0,0,0,6
282,0,0,0,0,7
283,0,0,0,0,8
284,0,0,0,0,9
285,0,0,0,0,10
286,0,0,0,0,11
287,0,0,0,0,12
288,0,0,0,0,13
289,0,0,0,0,14
290,0,0,0,0,15
291,0,0,0,0,16
292,0,0,0,0,17
293,0,0,0,0,18
294,0,0,0,0,19
295,0,0,0,0,20
296,0,0,0,0,21
297,0,0,0,0,22
298,0,0,0,0,23
299,0,0,0,0,0
300,0,0,0,0,1
301,0,0,0,0,2
302,0,0,0,0,3
303,0,0,0,0,4
304,0,0,0,0,5
305,0,0,0,0,6
306,0,0,0,0,7
307,0,0,0,0,8
308,0,0,0,0,9
309,0,0,0,0,10
310,0,0,0,0,11
311,1,1,26207,26207,12
312,0,0,0,0,13
313,0,0,0,0,14
314,0,0,0,0,15
315,0,0,0,0,16
316,0,0,0,0,17
317,0,0,0,0,18
318,0,0,0,0,19
319,0,0,0,0,20
320,0,0,0,0,21
321,0,0,0,0,22
322,0,0,0,0,23
323,0,0,0,0,0
324,0,0,0,0,1
325,0,0,0,0,2
326,0,0,0,0,3
327,0,0,0,0,4
328,0,0,0,0,5
329,0,0,0,0,6
330,0,0,0,0,7
331,0,0,0,0,8
332,1,1,179957,179957,9
333,0,0,0,0,10
334,0,0,0,0,11
335,0,0,0,0,12
336,0,0,0,0,13
337,1,1,32039,32039,14
338,0,0,0,0,15
339,0,0,0,0,16
340,1,0,2555,2555,17
341,1,1,144592,144592,18
342,0,0,0,0,19
343,0,0,0,0,20
344,0,0,0,0,21
345,0,0,0,0,22
346,0,0,0,0,23
347,0,0,0,0,0
348,0,0,0,0,1
349,0,0,0,0,2
350,0,0,0,0,3
351,1,1,756,756,4
352,1,0,500,500,5
353,1,1,17586,17586,6
354,0,0,0,0,7
355,0,0,0,0,8
356,0,0,0,0,9
357,1,1,1291,1291,10
358,0,0,0,0,11
359,1,1,441,441,12
360,1,1,2648,2648,13
361,0,0,0,0,14
362,0,0,0,0,15
363,0,0,0,0,16
364,0,0,0,0,17
365,0,0,0,0,18
366,0,0,0,0,19
367,0,0,0,0,20
368,0,0,0,0,21
369,0,0,0,0,22
370,0,0,0,0,23
371,0,0,0,0,0
372,0,0,0,0,1
373,0,0,0,0,2
374,0,0,0,0,3
375,0,0,0,0,4
376,0,0,0,0,5
377,0,0,0,0,6
378,2,1,1392,1377,7
379,2,2,93686,74436,8
380,0,0,0,0,9
381,1,1,535,535,10
382,0,0,0,0,11
383,1,1,122,122,12
384,0,0,0,0,13
385,1,0,54021,54021,14
386,2,1,59888,59888,15
387,2,1,3022,2194,16
388,0,0,0,0,17
389,0,0,0,0,18
390,2,1,14231,12294,19
391,0,0,0,0,20
392,0,0,0,0,21
393,0,0,0,0,22
394,2,0,741,371,23
395,8,0,3177,1486,0
396,7,0,12575,7342,1
397,10,0,1363824,1322751,2
398,12,0,25818,22502,3
399,13,0,25789,9197,4
400,10,0,38230,21860,5
401,19,0,27970,12131,6
402,29,3,215560,125777,7
403,59,1,754236,415830,8
404,56,1,159007,12056,9
405,69,2,578973,226228,10
406,56,2,260104,50913,11
407,54,0,174519,84805,12
408,63,1,242957,117319,13
409,56,3,253954,76695,14
410,34,1,74255,14731,15
411,25,2,76989,22476,16
412,24,1,511352,416876,17
413,19,0,624799,535169,18
414,35,1,54757,13178,19
415,32,0,622142,323522,20
416,20,0,36897,24626,21
417,16,0,9113,2913,22
418,14,0,9342,3116,23
419,11,0,7599,2832,0
420,16,0,224102,117339,1
421,8,0,3469,1344,2
422,13,0,31796,11425,3
423,24,1,283218,137539,4
424,16,0,42231,21474,5
425,30,0,423308,226367,6
426,44,0,62464,13112,7
427,59,3,354130,145562,8
428,69,2,4631706,4491181,9
429,38,0,74828,15822,10
430,45,1,123435,30984,11
431,64,1,674162,230830,12
432,57,3,240577,78077,13
433,64,0,222590,43258,14
434,56,2,1119673,967785,15
435,31,0,99431,27974,16
436,34,1,69544,28193,17
437,27,0,21220,6518,18
438,22,11,1705291,1508224,19
439,22,1,99410,32012,20
440,24,0,8613,1312,21
441,35,0,242339,184010,22
442,9,0,11525,4584,23
443,14,0,7582,1475,0
444,2,0,516,364,1
445,1,0,113,113,2
446,5,0,71626,50952,3
447,13,0,60738,50956,4
448,23,0,116167,50990,5
449,27,0,202540,78008,6
450,78,5,804153,357070,7
451,87,15,1567653,485991,8
452,91,4,764532,74359,9
453,82,0,1132284,989283,10
454,86,3,1195293,919465,11
455,114,4,743675,184145,12
456,112,1,4780176,2539716,13
457,71,1,444579,96910,14
458,64,0,606117,238832,15
459,48,0,444919,238842,16
460,60,4,1171753,931327,17
461,38,0,476052,324219,18
462,41,11,49260,26433,19
463,39,0,64539,22089,20
464,28,0,960905,910144,21
465,23,0,89823,82763,22
466,21,0,77565,46727,23
467,7,0,3425,1160,0
468,6,0,7344,5404,1
469,6,0,3887,1505,2
470,9,0,12200,7280,3
471,10,0,7810,3594,4
472,12,0,78897,66344,5
473,25,0,232394,184313,6
474,28,0,218942,124939,7
475,50,2,395426,221556,8
476,46,0,502485,325434,9
477,47,0,127576,33877,10
478,65,3,402958,180106,11
479,57,1,88474,20918,12
480,53,0,607552,325494,13
481,46,1,115187,33874,14
482,53,0,62950,16992,15
483,25,2,49115,12339,16
484,51,2,346779,308737,17
485,62,1,144321,39274,18
486,33,0,355060,325598,19
487,49,0,150509,88134,20
488,49,0,272273,139471,21
489,42,1,116218,53130,22
490,21,0,28858,8686,23
491,25,2,31900,26297,0
492,65,1,219332,82800,1
493,6,1,28823,26770,2
494,4,0,1340,930,3
495,21,1,39161,15397,4
496,38,0,303910,148907,5
497,96,6,602411,357340,6
498,132,3,356597,136352,7
499,209,7,1043564,564267,8
500,237,3,1431014,325705,9
501,197,4,495550,134157,10
